State,State Code,Year,Year Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Florida,12,2009,2009,Male,M,85+ years,85+,Alcohol-Induced Causes,A,16,153311,Unreliable,6,16.9,2.6
Florida,12,2010,2010,Female,F,15-24 years,15-24,Drug-Induced Causes,D,83,0,0.0,0,0,0
Florida,12,2010,2010,Female,F,25-34 years,25-34,Drug-Induced Causes,D,200,1139409,17.6,15.1,20,1.2
Florida,12,2010,2010,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,14,1139409,Unreliable,0.7,2.1,0.3
Florida,12,2010,2010,Female,F,35-44 years,35-44,Drug-Induced Causes,D,242,0,0.0,0,0,0
Florida,12,2010,2010,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,53,1222783,4.3,3.2,5.7,0.6
Florida,12,2010,2010,Female,F,45-54 years,45-54,Drug-Induced Causes,D,383,1400125,27.4,24.6,30.1,1.4
Florida,12,2010,2010,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,165,0,0.0,0,0,0
Florida,12,2010,2010,Female,F,55-64 years,55-64,Drug-Induced Causes,D,203,0,0.0,0,0,0
Florida,12,2010,2010,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,137,1234791,11.1,9.2,13,0.9
Florida,12,2010,2010,Female,F,65-74 years,65-74,Drug-Induced Causes,D,46,921839,5.0,3.7,6.7,0.7
Florida,12,2010,2010,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,59,921839,6.4,4.9,8.3,0.8
Florida,12,2010,2010,Female,F,75-84 years,75-84,Drug-Induced Causes,D,26,611525,4.3,2.8,6.2,0.8
Florida,12,2010,2010,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,18,611525,Unreliable,1.7,4.7,0.7
Florida,12,2010,2010,Female,F,85+ years,85+,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Florida,12,2010,2010,Female,F,85+ years,85+,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Florida,12,2010,2010,Male,M,15-24 years,15-24,Drug-Induced Causes,D,179,0,0.0,0,0,0
Florida,12,2010,2010,Male,M,25-34 years,25-34,Drug-Induced Causes,D,495,0,0.0,0,0,0
Florida,12,2010,2010,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,24,1150136,2.1,1.3,3.1,0.4
Florida,12,2010,2010,Male,M,35-44 years,35-44,Drug-Induced Causes,D,432,1208471,35.7,32.4,39.1,1.7
Florida,12,2010,2010,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,99,1208471,8.2,6.7,10,0.8
Florida,12,2010,2010,Male,M,45-54 years,45-54,Drug-Induced Causes,D,533,1341368,39.7,36.4,43.1,1.7
Florida,12,2010,2010,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,404,1341368,30.1,27.2,33.1,1.5
Florida,12,2010,2010,Male,M,55-64 years,55-64,Drug-Induced Causes,D,275,1102877,24.9,22,27.9,1.5
Florida,12,2010,2010,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,445,1102877,40.3,36.6,44.1,1.9
Florida,12,2010,2010,Male,M,65-74 years,65-74,Drug-Induced Causes,D,32,0,0.0,0,0,0
Florida,12,2010,2010,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,222,806101,27.5,23.9,31.2,1.8
Florida,12,2010,2010,Male,M,75-84 years,75-84,Drug-Induced Causes,D,20,486012,4.1,2.5,6.4,0.9
Florida,12,2010,2010,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,82,486012,16.9,13.4,20.9,1.9
Florida,12,2010,2010,Male,M,85+ years,85+,Drug-Induced Causes,D,11,158313,Unreliable,3.5,12.4,2.1
Florida,12,2010,2010,Male,M,85+ years,85+,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Florida,12,2011,2011,Female,F,15-24 years,15-24,Drug-Induced Causes,D,61,1207737,5.1,3.9,6.5,0.6
Florida,12,2011,2011,Female,F,25-34 years,25-34,Drug-Induced Causes,D,197,0,0.0,0,0,0
Florida,12,2011,2011,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,17,1161976,Unreliable,0.9,2.3,0.4
Florida,12,2011,2011,Female,F,35-44 years,35-44,Drug-Induced Causes,D,239,0,0.0,0,0,0
Florida,12,2011,2011,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,56,0,0.0,0,0,0
Florida,12,2011,2011,Female,F,45-54 years,45-54,Drug-Induced Causes,D,403,0,0.0,0,0,0
Florida,12,2011,2011,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,180,1401541,12.8,11,14.7,1
Florida,12,2011,2011,Female,F,55-64 years,55-64,Drug-Induced Causes,D,199,1284822,15.5,13.3,17.6,1.1
Florida,12,2011,2011,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,181,1284822,14.1,12,16.1,1
Florida,12,2011,2011,Female,F,65-74 years,65-74,Drug-Induced Causes,D,47,948922,5.0,3.6,6.6,0.7
Florida,12,2011,2011,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,75,0,0.0,0,0,0
Florida,12,2011,2011,Female,F,75-84 years,75-84,Drug-Induced Causes,D,23,618332,3.7,2.4,5.6,0.8
Florida,12,2011,2011,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Florida,12,2011,2011,Female,F,85+ years,85+,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Florida,12,2011,2011,Male,M,15-24 years,15-24,Drug-Induced Causes,D,136,1272029,10.7,8.9,12.5,0.9
Florida,12,2011,2011,Male,M,25-34 years,25-34,Drug-Induced Causes,D,453,1181704,38.3,34.8,41.9,1.8
Florida,12,2011,2011,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Florida,12,2011,2011,Male,M,35-44 years,35-44,Drug-Induced Causes,D,403,1195790,33.7,30.4,37,1.7
Florida,12,2011,2011,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,106,1195790,8.9,7.2,10.6,0.9
Florida,12,2011,2011,Male,M,45-54 years,45-54,Drug-Induced Causes,D,498,1347872,36.9,33.7,40.2,1.7
Florida,12,2011,2011,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,381,1347872,28.3,25.4,31.1,1.4
Florida,12,2011,2011,Male,M,55-64 years,55-64,Drug-Induced Causes,D,279,1148847,24.3,21.4,27.1,1.5
Florida,12,2011,2011,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,496,0,0.0,0,0,0
Florida,12,2011,2011,Male,M,65-74 years,65-74,Drug-Induced Causes,D,41,829510,4.9,3.5,6.7,0.8
Florida,12,2011,2011,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,225,829510,27.1,23.6,30.7,1.8
Florida,12,2011,2011,Male,M,75-84 years,75-84,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Florida,12,2011,2011,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,68,0,0.0,0,0,0
Florida,12,2011,2011,Male,M,85+ years,85+,Alcohol-Induced Causes,A,10,170924,Unreliable,2.8,10.8,1.9
Florida,12,2012,2012,Female,F,15-24 years,15-24,Drug-Induced Causes,D,37,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,25-34 years,25-34,Drug-Induced Causes,D,162,1188756,13.6,11.5,15.7,1.1
Florida,12,2012,2012,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,13,1188756,Unreliable,0.6,1.9,0.3
Florida,12,2012,2012,Female,F,35-44 years,35-44,Drug-Induced Causes,D,229,1209060,18.9,16.5,21.4,1.3
Florida,12,2012,2012,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,47,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,45-54 years,45-54,Drug-Induced Causes,D,364,1399591,26.0,23.3,28.7,1.4
Florida,12,2012,2012,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,186,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,55-64 years,55-64,Drug-Induced Causes,D,228,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,180,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,65-74 years,65-74,Drug-Induced Causes,D,62,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,80,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,75-84 years,75-84,Drug-Induced Causes,D,27,625181,4.3,2.8,6.3,0.8
Florida,12,2012,2012,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,35,0,0.0,0,0,0
Florida,12,2012,2012,Female,F,85+ years,85+,Drug-Induced Causes,D,22,303902,7.2,4.5,11,1.5
Florida,12,2012,2012,Male,M,15-24 years,15-24,Drug-Induced Causes,D,109,1278049,8.5,6.9,10.1,0.8
Florida,12,2012,2012,Male,M,25-34 years,25-34,Drug-Induced Causes,D,324,1212478,26.7,23.8,29.6,1.5
Florida,12,2012,2012,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,35,1212478,2.9,2,4,0.5
Florida,12,2012,2012,Male,M,35-44 years,35-44,Drug-Induced Causes,D,315,0,0.0,0,0,0
Florida,12,2012,2012,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,102,0,0.0,0,0,0
Florida,12,2012,2012,Male,M,45-54 years,45-54,Drug-Induced Causes,D,461,1346718,34.2,31.1,37.4,1.6
Florida,12,2012,2012,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,422,0,0.0,0,0,0
Florida,12,2012,2012,Male,M,55-64 years,55-64,Drug-Induced Causes,D,260,0,0.0,0,0,0
Florida,12,2012,2012,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,504,1161317,43.4,39.6,47.2,1.9
Florida,12,2012,2012,Male,M,65-74 years,65-74,Drug-Induced Causes,D,63,884366,7.1,5.5,9.1,0.9
Florida,12,2012,2012,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,221,0,0.0,0,0,0
Florida,12,2012,2012,Male,M,75-84 years,75-84,Drug-Induced Causes,D,18,506996,Unreliable,2.1,5.6,0.8
Florida,12,2012,2012,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,100,506996,19.7,15.9,23.6,2
Florida,12,2012,2012,Male,M,85+ years,85+,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Florida,12,2012,2012,Male,M,85+ years,85+,Alcohol-Induced Causes,A,22,178851,12.3,7.7,18.6,2.6
Florida,12,2013,2013,Female,F,15-24 years,15-24,Drug-Induced Causes,D,42,0,0.0,0,0,0
Florida,12,2013,2013,Female,F,25-34 years,25-34,Drug-Induced Causes,D,156,0,0.0,0,0,0
Florida,12,2013,2013,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,20,1214118,1.6,1,2.5,0.4
Florida,12,2013,2013,Female,F,35-44 years,35-44,Drug-Induced Causes,D,228,1209992,18.8,16.4,21.3,1.2
Florida,12,2013,2013,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,52,1209992,4.3,3.2,5.6,0.6
Florida,12,2013,2013,Female,F,45-54 years,45-54,Drug-Induced Causes,D,342,0,0.0,0,0,0
Florida,12,2013,2013,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,193,0,0.0,0,0,0
Florida,12,2013,2013,Female,F,55-64 years,55-64,Drug-Induced Causes,D,236,1324118,17.8,15.5,20.1,1.2
Florida,12,2013,2013,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,197,0,0.0,0,0,0
Florida,12,2013,2013,Female,F,65-74 years,65-74,Drug-Induced Causes,D,65,1059406,6.1,4.7,7.8,0.8
Florida,12,2013,2013,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,74,1059406,7.0,5.5,8.8,0.8
Florida,12,2013,2013,Female,F,75-84 years,75-84,Drug-Induced Causes,D,25,0,0.0,0,0,0
Florida,12,2013,2013,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Florida,12,2013,2013,Female,F,85+ years,85+,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Florida,12,2013,2013,Male,M,15-24 years,15-24,Drug-Induced Causes,D,95,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,25-34 years,25-34,Drug-Induced Causes,D,301,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,35,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,35-44 years,35-44,Drug-Induced Causes,D,329,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,111,1191485,9.3,7.6,11,0.9
Florida,12,2013,2013,Male,M,45-54 years,45-54,Drug-Induced Causes,D,414,1339420,30.9,27.9,33.9,1.5
Florida,12,2013,2013,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,417,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,55-64 years,55-64,Drug-Induced Causes,D,261,1182200,22.1,19.4,24.8,1.4
Florida,12,2013,2013,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,574,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,65-74 years,65-74,Drug-Induced Causes,D,61,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,246,926519,26.6,23.2,29.9,1.7
Florida,12,2013,2013,Male,M,75-84 years,75-84,Drug-Induced Causes,D,19,0,Unreliable,0,0,0
Florida,12,2013,2013,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,100,0,0.0,0,0,0
Florida,12,2013,2013,Male,M,85+ years,85+,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Florida,12,2013,2013,Male,M,85+ years,85+,Alcohol-Induced Causes,A,18,189012,Unreliable,5.6,15.1,2.2
Florida,12,2014,2014,Female,F,15-24 years,15-24,Drug-Induced Causes,D,55,0,0.0,0,0,0
Florida,12,2014,2014,Female,F,25-34 years,25-34,Drug-Induced Causes,D,209,1253195,16.7,14.4,18.9,1.2
Florida,12,2014,2014,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,28,1253195,2.2,1.5,3.2,0.4
Florida,12,2014,2014,Female,F,35-44 years,35-44,Drug-Induced Causes,D,212,1221887,17.4,15,19.7,1.2
Florida,12,2014,2014,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,64,1221887,5.2,4,6.7,0.7
Florida,12,2014,2014,Female,F,45-54 years,45-54,Drug-Induced Causes,D,307,1394828,22.0,19.5,24.5,1.3
Florida,12,2014,2014,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,221,0,0.0,0,0,0
Florida,12,2014,2014,Female,F,55-64 years,55-64,Drug-Induced Causes,D,260,1360343,19.1,16.8,21.4,1.2
Florida,12,2014,2014,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,243,1360343,17.9,15.6,20.1,1.1
Florida,12,2014,2014,Female,F,65-74 years,65-74,Drug-Induced Causes,D,62,1112550,5.6,4.3,7.1,0.7
Florida,12,2014,2014,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,103,1112550,9.3,7.5,11,0.9
Florida,12,2014,2014,Female,F,75-84 years,75-84,Drug-Induced Causes,D,31,651744,4.8,3.2,6.8,0.9
Florida,12,2014,2014,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,30,0,0.0,0,0,0
Florida,12,2014,2014,Female,F,85+ years,85+,Drug-Induced Causes,D,16,0,Unreliable,0,0,0
Florida,12,2014,2014,Male,M,15-24 years,15-24,Drug-Induced Causes,D,113,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,25-34 years,25-34,Drug-Induced Causes,D,388,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,35-44 years,35-44,Drug-Induced Causes,D,362,1200062,30.2,27.1,33.3,1.6
Florida,12,2014,2014,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,133,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,45-54 years,45-54,Drug-Induced Causes,D,397,1342259,29.6,26.7,32.5,1.5
Florida,12,2014,2014,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,394,1342259,29.4,26.5,32.3,1.5
Florida,12,2014,2014,Male,M,55-64 years,55-64,Drug-Induced Causes,D,301,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,664,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,65-74 years,65-74,Drug-Induced Causes,D,67,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,327,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,75-84 years,75-84,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Florida,12,2014,2014,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,96,0,0.0,0,0,0
Florida,12,2014,2014,Male,M,85+ years,85+,Alcohol-Induced Causes,A,23,197784,11.6,7.4,17.4,2.4
Florida,12,2015,2015,Female,F,15-24 years,15-24,Drug-Induced Causes,D,82,1209016,6.8,5.4,8.4,0.7
Florida,12,2015,2015,Female,F,25-34 years,25-34,Drug-Induced Causes,D,214,1294352,16.5,14.3,18.7,1.1
Florida,12,2015,2015,Female,F,25-34 years,25-34,Alcohol-Induced Causes,A,24,1294352,1.9,1.2,2.8,0.4
Florida,12,2015,2015,Female,F,35-44 years,35-44,Drug-Induced Causes,D,252,1236849,20.4,17.9,22.9,1.3
Florida,12,2015,2015,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,66,0,0.0,0,0,0
Florida,12,2015,2015,Female,F,45-54 years,45-54,Drug-Induced Causes,D,340,1400999,24.3,21.7,26.8,1.3
Florida,12,2015,2015,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,238,1400999,17.0,14.8,19.1,1.1
Florida,12,2015,2015,Female,F,55-64 years,55-64,Drug-Induced Causes,D,260,0,0.0,0,0,0
Florida,12,2015,2015,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,278,1401456,19.8,17.5,22.2,1.2
Florida,12,2015,2015,Female,F,65-74 years,65-74,Drug-Induced Causes,D,63,1166729,5.4,4.1,6.9,0.7
Florida,12,2015,2015,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,95,1166729,8.1,6.6,10,0.8
Florida,12,2015,2015,Female,F,75-84 years,75-84,Drug-Induced Causes,D,25,670003,3.7,2.4,5.5,0.7
Florida,12,2015,2015,Female,F,75-84 years,75-84,Alcohol-Induced Causes,A,36,670003,5.4,3.8,7.4,0.9
Florida,12,2015,2015,Female,F,85+ years,85+,Drug-Induced Causes,D,15,333187,Unreliable,2.5,7.4,1.2
Florida,12,2015,2015,Male,M,15-24 years,15-24,Drug-Induced Causes,D,167,1270282,13.1,11.2,15.1,1
Florida,12,2015,2015,Male,M,25-34 years,25-34,Drug-Induced Causes,D,552,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,36,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,35-44 years,35-44,Drug-Induced Causes,D,506,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,116,1211622,9.6,7.8,11.3,0.9
Florida,12,2015,2015,Male,M,45-54 years,45-54,Drug-Induced Causes,D,458,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,419,1347504,31.1,28.1,34.1,1.5
Florida,12,2015,2015,Male,M,55-64 years,55-64,Drug-Induced Causes,D,306,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,680,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,65-74 years,65-74,Drug-Induced Causes,D,91,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,367,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,75-84 years,75-84,Drug-Induced Causes,D,22,0,0.0,0,0,0
Florida,12,2015,2015,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,94,550987,17.1,13.8,20.9,1.8
Florida,12,2015,2015,Male,M,85+ years,85+,Drug-Induced Causes,D,16,207089,Unreliable,4.4,12.5,1.9
Florida,12,2015,2015,Male,M,85+ years,85+,Alcohol-Induced Causes,A,25,207089,12.1,7.8,17.8,2.4
Georgia,13,2002,2002,Female,F,15-24 years,15-24,Drug-Induced Causes,D,17,603670,Unreliable,1.6,4.5,0.7
Georgia,13,2002,2002,Female,F,25-34 years,25-34,Drug-Induced Causes,D,33,642243,5.1,3.5,7.2,0.9
Georgia,13,2002,2002,Female,F,35-44 years,35-44,Drug-Induced Causes,D,85,693886,12.2,9.8,15.1,1.3
Georgia,13,2002,2002,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,30,693886,4.3,2.9,6.2,0.8
Georgia,13,2002,2002,Female,F,45-54 years,45-54,Drug-Induced Causes,D,66,0,0.0,0,0,0
Georgia,13,2002,2002,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,41,0,0.0,0,0,0
Georgia,13,2002,2002,Female,F,55-64 years,55-64,Drug-Induced Causes,D,16,385685,Unreliable,2.4,6.7,1
Georgia,13,2002,2002,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,31,385685,8.0,5.5,11.4,1.4
Georgia,13,2002,2002,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Georgia,13,2002,2002,Male,M,15-24 years,15-24,Drug-Induced Causes,D,41,640566,6.4,4.6,8.7,1
Georgia,13,2002,2002,Male,M,25-34 years,25-34,Drug-Induced Causes,D,70,0,0.0,0,0,0
Georgia,13,2002,2002,Male,M,35-44 years,35-44,Drug-Induced Causes,D,136,681909,19.9,16.6,23.3,1.7
Georgia,13,2002,2002,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,77,681909,11.3,8.9,14.1,1.3
Georgia,13,2002,2002,Male,M,45-54 years,45-54,Drug-Induced Causes,D,115,562113,20.5,16.7,24.2,1.9
Georgia,13,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,145,562113,25.8,21.6,30,2.1
Georgia,13,2002,2002,Male,M,55-64 years,55-64,Drug-Induced Causes,D,24,356990,6.7,4.3,10,1.4
Georgia,13,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,96,356990,26.9,21.8,32.8,2.7
Georgia,13,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,51,0,0.0,0,0,0
Georgia,13,2002,2002,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,12,101697,Unreliable,6.1,20.6,3.4
Georgia,13,2003,2003,Female,F,15-24 years,15-24,Drug-Induced Causes,D,13,613504,Unreliable,1.1,3.6,0.6
Georgia,13,2003,2003,Female,F,25-34 years,25-34,Drug-Induced Causes,D,43,0,0.0,0,0,0
Georgia,13,2003,2003,Female,F,35-44 years,35-44,Drug-Induced Causes,D,83,694709,11.9,9.5,14.8,1.3
Georgia,13,2003,2003,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,30,0,0.0,0,0,0
Georgia,13,2003,2003,Female,F,45-54 years,45-54,Drug-Induced Causes,D,77,608588,12.7,10,15.8,1.4
Georgia,13,2003,2003,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,40,608588,6.6,4.7,9,1
Georgia,13,2003,2003,Female,F,55-64 years,55-64,Drug-Induced Causes,D,31,408845,7.6,5.2,10.8,1.4
Georgia,13,2003,2003,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,33,408845,8.1,5.6,11.3,1.4
Georgia,13,2003,2003,Female,F,65-74 years,65-74,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Georgia,13,2003,2003,Male,M,15-24 years,15-24,Drug-Induced Causes,D,56,643010,8.7,6.6,11.3,1.2
Georgia,13,2003,2003,Male,M,25-34 years,25-34,Drug-Induced Causes,D,83,0,0.0,0,0,0
Georgia,13,2003,2003,Male,M,35-44 years,35-44,Drug-Induced Causes,D,132,0,0.0,0,0,0
Georgia,13,2003,2003,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,63,0,0.0,0,0,0
Georgia,13,2003,2003,Male,M,45-54 years,45-54,Drug-Induced Causes,D,106,574292,18.5,14.9,22,1.8
Georgia,13,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,141,574292,24.6,20.5,28.6,2.1
Georgia,13,2003,2003,Male,M,55-64 years,55-64,Drug-Induced Causes,D,21,0,0.0,0,0,0
Georgia,13,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,109,378497,28.8,23.4,34.2,2.8
Georgia,13,2003,2003,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,50,206811,24.2,17.9,31.9,3.4
Georgia,13,2003,2003,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,11,104205,Unreliable,5.3,18.9,3.2
Georgia,13,2004,2004,Female,F,15-24 years,15-24,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Georgia,13,2004,2004,Female,F,25-34 years,25-34,Drug-Induced Causes,D,46,646165,7.1,5.2,9.5,1
Georgia,13,2004,2004,Female,F,35-44 years,35-44,Drug-Induced Causes,D,97,696292,13.9,11.3,17,1.4
Georgia,13,2004,2004,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Georgia,13,2004,2004,Female,F,45-54 years,45-54,Drug-Induced Causes,D,99,0,0.0,0,0,0
Georgia,13,2004,2004,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,45,0,0.0,0,0,0
Georgia,13,2004,2004,Female,F,55-64 years,55-64,Drug-Induced Causes,D,27,0,0.0,0,0,0
Georgia,13,2004,2004,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,19,431527,Unreliable,2.7,6.9,1
Georgia,13,2004,2004,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Georgia,13,2004,2004,Male,M,15-24 years,15-24,Drug-Induced Causes,D,41,0,0.0,0,0,0
Georgia,13,2004,2004,Male,M,25-34 years,25-34,Drug-Induced Causes,D,86,648771,13.3,10.6,16.4,1.4
Georgia,13,2004,2004,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Georgia,13,2004,2004,Male,M,35-44 years,35-44,Drug-Induced Causes,D,136,0,0.0,0,0,0
Georgia,13,2004,2004,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,71,0,0.0,0,0,0
Georgia,13,2004,2004,Male,M,45-54 years,45-54,Drug-Induced Causes,D,113,587382,19.2,15.7,22.8,1.8
Georgia,13,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,159,587382,27.1,22.9,31.3,2.1
Georgia,13,2004,2004,Male,M,55-64 years,55-64,Drug-Induced Causes,D,35,397981,8.8,6.1,12.2,1.5
Georgia,13,2004,2004,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,137,397981,34.4,28.7,40.2,2.9
Georgia,13,2004,2004,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,52,0,0.0,0,0,0
Georgia,13,2004,2004,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,16,106264,Unreliable,8.6,24.5,3.8
Georgia,13,2005,2005,Female,F,15-24 years,15-24,Drug-Induced Causes,D,18,634347,Unreliable,1.7,4.5,0.7
