State,State Code,Year,Year Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Louisiana,22,2014,2014,Drug-Induced Causes,D,810,4649676,17.4,16.2,18.6,0.6
Louisiana,22,2014,2014,Alcohol-Induced Causes,A,330,4649676,7.1,6.3,7.9,0.4
Louisiana,22,2014,2014,Total,,1140,4649676,24.5,23.1,25.9,0.7
Louisiana,22,2015,2015,Drug-Induced Causes,D,901,4670724,19.3,18,20.5,0.6
Louisiana,22,2015,2015,Alcohol-Induced Causes,A,388,4670724,8.3,7.5,9.1,0.4
Louisiana,22,2015,2015,Total,,1289,4670724,27.6,26.1,29.1,0.8
Louisiana,22,,,Total,,14939,76816288,19.4,19.1,19.8,0.2
Maine,23,1999,1999,Drug-Induced Causes,D,70,1266808,5.5,4.3,7,0.7
Maine,23,1999,1999,Alcohol-Induced Causes,A,106,1266808,8.4,6.8,10,0.8
Maine,23,1999,1999,Total,,176,1266808,13.9,11.8,15.9,1
Maine,23,2000,2000,Drug-Induced Causes,D,62,1274923,4.9,3.7,6.2,0.6
Maine,23,2000,2000,Alcohol-Induced Causes,A,97,1274923,7.6,6.2,9.3,0.8
Maine,23,2000,2000,Total,,159,1274923,12.5,10.5,14.4,1
Maine,23,2001,2001,Drug-Induced Causes,D,92,1285692,7.2,5.8,8.8,0.7
Maine,23,2001,2001,Alcohol-Induced Causes,A,94,1285692,7.3,5.9,8.9,0.8
Maine,23,2001,2001,Total,,186,1285692,14.5,12.4,16.5,1.1
Maine,23,2002,2002,Drug-Induced Causes,D,147,1295960,11.3,9.5,13.2,0.9
Maine,23,2002,2002,Alcohol-Induced Causes,A,101,1295960,7.8,6.3,9.3,0.8
Maine,23,2002,2002,Total,,248,1295960,19.1,16.8,21.5,1.2
Maine,23,2003,2003,Drug-Induced Causes,D,134,1306513,10.3,8.5,12,0.9
Maine,23,2003,2003,Alcohol-Induced Causes,A,117,1306513,9,7.3,10.6,0.8
Maine,23,2003,2003,Total,,251,1306513,19.2,16.8,21.6,1.2
Maine,23,2004,2004,Drug-Induced Causes,D,145,1313688,11,9.2,12.8,0.9
Maine,23,2004,2004,Alcohol-Induced Causes,A,106,1313688,8.1,6.5,9.6,0.8
Maine,23,2004,2004,Total,,251,1313688,19.1,16.7,21.5,1.2
Maine,23,2005,2005,Drug-Induced Causes,D,168,1318787,12.7,10.8,14.7,1
Maine,23,2005,2005,Alcohol-Induced Causes,A,131,1318787,9.9,8.2,11.6,0.9
Maine,23,2005,2005,Total,,299,1318787,22.7,20.1,25.2,1.3
Maine,23,2006,2006,Drug-Induced Causes,D,166,1323619,12.5,10.6,14.4,1
Maine,23,2006,2006,Alcohol-Induced Causes,A,114,1323619,8.6,7,10.2,0.8
Maine,23,2006,2006,Total,,280,1323619,21.2,18.7,23.6,1.3
Maine,23,2007,2007,Drug-Induced Causes,D,161,1327040,12.1,10.3,14,1
Maine,23,2007,2007,Alcohol-Induced Causes,A,133,1327040,10,8.3,11.7,0.9
Maine,23,2007,2007,Total,,294,1327040,22.2,19.6,24.7,1.3
Maine,23,2008,2008,Drug-Induced Causes,D,162,1330509,12.2,10.3,14.1,1
Maine,23,2008,2008,Alcohol-Induced Causes,A,99,1330509,7.4,6,9.1,0.7
Maine,23,2008,2008,Total,,261,1330509,19.6,17.2,22,1.2
Maine,23,2009,2009,Drug-Induced Causes,D,182,1329590,13.7,11.7,15.7,1
Maine,23,2009,2009,Alcohol-Induced Causes,A,133,1329590,10,8.3,11.7,0.9
Maine,23,2009,2009,Total,,315,1329590,23.7,21.1,26.3,1.3
Maine,23,2010,2010,Drug-Induced Causes,D,140,1328361,10.5,8.8,12.3,0.9
Maine,23,2010,2010,Alcohol-Induced Causes,A,132,1328361,9.9,8.2,11.6,0.9
Maine,23,2010,2010,Total,,272,1328361,20.5,18,22.9,1.2
Maine,23,2011,2011,Drug-Induced Causes,D,160,1328188,12,10.2,13.9,1
Maine,23,2011,2011,Alcohol-Induced Causes,A,123,1328188,9.3,7.6,10.9,0.8
Maine,23,2011,2011,Total,,283,1328188,21.3,18.8,23.8,1.3
Maine,23,2012,2012,Drug-Induced Causes,D,157,1329192,11.8,10,13.7,0.9
Maine,23,2012,2012,Alcohol-Induced Causes,A,137,1329192,10.3,8.6,12,0.9
Maine,23,2012,2012,Total,,294,1329192,22.1,19.6,24.6,1.3
Maine,23,2013,2013,Drug-Induced Causes,D,183,1328302,13.8,11.8,15.8,1
Maine,23,2013,2013,Alcohol-Induced Causes,A,144,1328302,10.8,9.1,12.6,0.9
Maine,23,2013,2013,Total,,327,1328302,24.6,21.9,27.3,1.4
Maine,23,2014,2014,Drug-Induced Causes,D,227,1330089,17.1,14.8,19.3,1.1
Maine,23,2014,2014,Alcohol-Induced Causes,A,150,1330089,11.3,9.5,13.1,0.9
Maine,23,2014,2014,Total,,377,1330089,28.3,25.5,31.2,1.5
Maine,23,2015,2015,Drug-Induced Causes,D,278,1329328,20.9,18.5,23.4,1.3
Maine,23,2015,2015,Alcohol-Induced Causes,A,194,1329328,14.6,12.5,16.6,1
Maine,23,2015,2015,Total,,472,1329328,35.5,32.3,38.7,1.6
Maine,23,,,Total,,4745,22346589,21.2,20.6,21.8,0.3
Maryland,24,1999,1999,Drug-Induced Causes,D,660,5254509,12.6,11.6,13.5,0.5
Maryland,24,1999,1999,Alcohol-Induced Causes,A,314,5254509,6,5.3,6.6,0.3
Maryland,24,1999,1999,Total,,974,5254509,18.5,17.4,19.7,0.6
Maryland,24,2000,2000,Drug-Induced Causes,D,657,5296486,12.4,11.5,13.4,0.5
Maryland,24,2000,2000,Alcohol-Induced Causes,A,294,5296486,5.6,4.9,6.2,0.3
Maryland,24,2000,2000,Total,,951,5296486,18,16.8,19.1,0.6
Maryland,24,2001,2001,Drug-Induced Causes,D,676,5374691,12.6,11.6,13.5,0.5
Maryland,24,2001,2001,Alcohol-Induced Causes,A,278,5374691,5.2,4.6,5.8,0.3
Maryland,24,2001,2001,Total,,954,5374691,17.7,16.6,18.9,0.6
Maryland,24,2002,2002,Drug-Induced Causes,D,759,5440389,14,13,14.9,0.5
Maryland,24,2002,2002,Alcohol-Induced Causes,A,295,5440389,5.4,4.8,6,0.3
Maryland,24,2002,2002,Total,,1054,5440389,19.4,18.2,20.5,0.6
Maryland,24,2003,2003,Drug-Induced Causes,D,834,5496269,15.2,14.1,16.2,0.5
Maryland,24,2003,2003,Alcohol-Induced Causes,A,283,5496269,5.1,4.5,5.7,0.3
Maryland,24,2003,2003,Total,,1117,5496269,20.3,19.1,21.5,0.6
Maryland,24,2004,2004,Drug-Induced Causes,D,721,5546935,13,12,13.9,0.5
Maryland,24,2004,2004,Alcohol-Induced Causes,A,280,5546935,5,4.5,5.6,0.3
Maryland,24,2004,2004,Total,,1001,5546935,18,16.9,19.2,0.6
Maryland,24,2005,2005,Drug-Induced Causes,D,696,5592379,12.4,11.5,13.4,0.5
Maryland,24,2005,2005,Alcohol-Induced Causes,A,281,5592379,5,4.4,5.6,0.3
Maryland,24,2005,2005,Total,,977,5592379,17.5,16.4,18.6,0.6
Maryland,24,2006,2006,Drug-Induced Causes,D,805,5627367,14.3,13.3,15.3,0.5
Maryland,24,2006,2006,Alcohol-Induced Causes,A,294,5627367,5.2,4.6,5.8,0.3
Maryland,24,2006,2006,Total,,1099,5627367,19.5,18.4,20.7,0.6
Maryland,24,2007,2007,Drug-Induced Causes,D,807,5653408,14.3,13.3,15.3,0.5
Maryland,24,2007,2007,Alcohol-Induced Causes,A,338,5653408,6,5.3,6.6,0.3
Maryland,24,2007,2007,Total,,1145,5653408,20.3,19.1,21.4,0.6
Maryland,24,2008,2008,Drug-Induced Causes,D,731,5684965,12.9,11.9,13.8,0.5
Maryland,24,2008,2008,Alcohol-Induced Causes,A,269,5684965,4.7,4.2,5.3,0.3
Maryland,24,2008,2008,Total,,1000,5684965,17.6,16.5,18.7,0.6
Maryland,24,2009,2009,Drug-Induced Causes,D,768,5730388,13.4,12.5,14.4,0.5
Maryland,24,2009,2009,Alcohol-Induced Causes,A,296,5730388,5.2,4.6,5.8,0.3
Maryland,24,2009,2009,Total,,1064,5730388,18.6,17.5,19.7,0.6
Maryland,24,2010,2010,Drug-Induced Causes,D,674,5773552,11.7,10.8,12.6,0.4
Maryland,24,2010,2010,Alcohol-Induced Causes,A,291,5773552,5,4.5,5.6,0.3
Maryland,24,2010,2010,Total,,965,5773552,16.7,15.7,17.8,0.5
Maryland,24,2011,2011,Drug-Induced Causes,D,731,5828289,12.5,11.6,13.5,0.5
Maryland,24,2011,2011,Alcohol-Induced Causes,A,307,5828289,5.3,4.7,5.9,0.3
Maryland,24,2011,2011,Total,,1038,5828289,17.8,16.7,18.9,0.6
Maryland,24,2012,2012,Drug-Induced Causes,D,860,5884563,14.6,13.6,15.6,0.5
Maryland,24,2012,2012,Alcohol-Induced Causes,A,274,5884563,4.7,4.1,5.2,0.3
Maryland,24,2012,2012,Total,,1134,5884563,19.3,18.1,20.4,0.6
Maryland,24,2013,2013,Drug-Induced Causes,D,908,5928814,15.3,14.3,16.3,0.5
Maryland,24,2013,2013,Alcohol-Induced Causes,A,322,5928814,5.4,4.8,6,0.3
Maryland,24,2013,2013,Total,,1230,5928814,20.7,19.6,21.9,0.6
Maryland,24,2014,2014,Drug-Induced Causes,D,1095,5976407,18.3,17.2,19.4,0.6
Maryland,24,2014,2014,Alcohol-Induced Causes,A,297,5976407,5,4.4,5.5,0.3
Maryland,24,2014,2014,Total,,1392,5976407,23.3,22.1,24.5,0.6
Maryland,24,2015,2015,Drug-Induced Causes,D,1320,6006401,22,20.8,23.2,0.6
Maryland,24,2015,2015,Alcohol-Induced Causes,A,301,6006401,5,4.4,5.6,0.3
Maryland,24,2015,2015,Total,,1621,6006401,27,25.7,28.3,0.7
Maryland,24,,,Total,,18716,96095812,19.5,19.2,19.8,0.1
Massachusetts,25,1999,1999,Drug-Induced Causes,D,512,6317345,8.1,7.4,8.8,0.4
Massachusetts,25,1999,1999,Alcohol-Induced Causes,A,354,6317345,5.6,5,6.2,0.3
Massachusetts,25,1999,1999,Total,,866,6317345,13.7,12.8,14.6,0.5
Massachusetts,25,2000,2000,Drug-Induced Causes,D,484,6349097,7.6,6.9,8.3,0.3
Massachusetts,25,2000,2000,Alcohol-Induced Causes,A,341,6349097,5.4,4.8,5.9,0.3
Massachusetts,25,2000,2000,Total,,825,6349097,13,12.1,13.9,0.5
Massachusetts,25,2001,2001,Drug-Induced Causes,D,714,6397634,11.2,10.3,12,0.4
Massachusetts,25,2001,2001,Alcohol-Induced Causes,A,346,6397634,5.4,4.8,6,0.3
Massachusetts,25,2001,2001,Total,,1060,6397634,16.6,15.6,17.6,0.5
Massachusetts,25,2002,2002,Drug-Induced Causes,D,736,6417206,11.5,10.6,12.3,0.4
Massachusetts,25,2002,2002,Alcohol-Induced Causes,A,384,6417206,6,5.4,6.6,0.3
Massachusetts,25,2002,2002,Total,,1120,6417206,17.5,16.4,18.5,0.5
Massachusetts,25,2003,2003,Drug-Induced Causes,D,876,6422565,13.6,12.7,14.5,0.5
Massachusetts,25,2003,2003,Alcohol-Induced Causes,A,391,6422565,6.1,5.5,6.7,0.3
Massachusetts,25,2003,2003,Total,,1267,6422565,19.7,18.6,20.8,0.6
Massachusetts,25,2004,2004,Drug-Induced Causes,D,704,6412281,11,10.2,11.8,0.4
Massachusetts,25,2004,2004,Alcohol-Induced Causes,A,365,6412281,5.7,5.1,6.3,0.3
Massachusetts,25,2004,2004,Total,,1069,6412281,16.7,15.7,17.7,0.5
Massachusetts,25,2005,2005,Drug-Induced Causes,D,867,6403290,13.5,12.6,14.4,0.5
Massachusetts,25,2005,2005,Alcohol-Induced Causes,A,380,6403290,5.9,5.3,6.5,0.3
Massachusetts,25,2005,2005,Total,,1247,6403290,19.5,18.4,20.6,0.6
Massachusetts,25,2006,2006,Drug-Induced Causes,D,1021,6410084,15.9,15,16.9,0.5
Massachusetts,25,2006,2006,Alcohol-Induced Causes,A,371,6410084,5.8,5.2,6.4,0.3
Massachusetts,25,2006,2006,Total,,1392,6410084,21.7,20.6,22.9,0.6
Massachusetts,25,2007,2007,Drug-Induced Causes,D,1003,6431559,15.6,14.6,16.6,0.5
Massachusetts,25,2007,2007,Alcohol-Induced Causes,A,440,6431559,6.8,6.2,7.5,0.3
Massachusetts,25,2007,2007,Total,,1443,6431559,22.4,21.3,23.6,0.6
Massachusetts,25,2008,2008,Drug-Induced Causes,D,885,6468967,13.7,12.8,14.6,0.5
Massachusetts,25,2008,2008,Alcohol-Induced Causes,A,431,6468967,6.7,6,7.3,0.3
Massachusetts,25,2008,2008,Total,,1316,6468967,20.3,19.2,21.4,0.6
Massachusetts,25,2009,2009,Drug-Induced Causes,D,916,6517613,14.1,13.1,15,0.5
Massachusetts,25,2009,2009,Alcohol-Induced Causes,A,421,6517613,6.5,5.8,7.1,0.3
Massachusetts,25,2009,2009,Total,,1337,6517613,20.5,19.4,21.6,0.6
Massachusetts,25,2010,2010,Drug-Induced Causes,D,836,6547629,12.8,11.9,13.6,0.4
Massachusetts,25,2010,2010,Alcohol-Induced Causes,A,485,6547629,7.4,6.7,8.1,0.3
Massachusetts,25,2010,2010,Total,,1321,6547629,20.2,19.1,21.3,0.6
Massachusetts,25,2011,2011,Drug-Induced Causes,D,1017,6587536,15.4,14.5,16.4,0.5
Massachusetts,25,2011,2011,Alcohol-Induced Causes,A,473,6587536,7.2,6.5,7.8,0.3
Massachusetts,25,2011,2011,Total,,1490,6587536,22.6,21.5,23.8,0.6
Massachusetts,25,2012,2012,Drug-Induced Causes,D,976,6646144,14.7,13.8,15.6,0.5
Massachusetts,25,2012,2012,Alcohol-Induced Causes,A,526,6646144,7.9,7.2,8.6,0.3
Massachusetts,25,2012,2012,Total,,1502,6646144,22.6,21.5,23.7,0.6
Massachusetts,25,2013,2013,Drug-Induced Causes,D,1200,6692824,17.9,16.9,18.9,0.5
Massachusetts,25,2013,2013,Alcohol-Induced Causes,A,484,6692824,7.2,6.6,7.9,0.3
Massachusetts,25,2013,2013,Total,,1684,6692824,25.2,24,26.4,0.6
Massachusetts,25,2014,2014,Drug-Induced Causes,D,1402,6745408,20.8,19.7,21.9,0.6
Massachusetts,25,2014,2014,Alcohol-Induced Causes,A,574,6745408,8.5,7.8,9.2,0.4
Massachusetts,25,2014,2014,Total,,1976,6745408,29.3,28,30.6,0.7
Massachusetts,25,2015,2015,Drug-Induced Causes,D,1851,6794422,27.2,26,28.5,0.6
Massachusetts,25,2015,2015,Alcohol-Induced Causes,A,633,6794422,9.3,8.6,10,0.4
Massachusetts,25,2015,2015,Total,,2484,6794422,36.6,35.1,38,0.7
Massachusetts,25,,,Total,,23399,110561604,21.2,20.9,21.4,0.1
Michigan,26,1999,1999,Drug-Induced Causes,D,708,9897116,7.2,6.6,7.7,0.3
Michigan,26,1999,1999,Alcohol-Induced Causes,A,623,9897116,6.3,5.8,6.8,0.3
Michigan,26,1999,1999,Total,,1331,9897116,13.4,12.7,14.2,0.4
Michigan,26,2000,2000,Drug-Induced Causes,D,871,9938444,8.8,8.2,9.3,0.3
Michigan,26,2000,2000,Alcohol-Induced Causes,A,679,9938444,6.8,6.3,7.3,0.3
Michigan,26,2000,2000,Total,,1550,9938444,15.6,14.8,16.4,0.4
Michigan,26,2001,2001,Drug-Induced Causes,D,955,9991120,9.6,9,10.2,0.3
Michigan,26,2001,2001,Alcohol-Induced Causes,A,713,9991120,7.1,6.6,7.7,0.3
Michigan,26,2001,2001,Total,,1668,9991120,16.7,15.9,17.5,0.4
Michigan,26,2002,2002,Drug-Induced Causes,D,1080,10015710,10.8,10.1,11.4,0.3
Michigan,26,2002,2002,Alcohol-Induced Causes,A,677,10015710,6.8,6.3,7.3,0.3
Michigan,26,2002,2002,Total,,1757,10015710,17.5,16.7,18.4,0.4
Michigan,26,2003,2003,Drug-Induced Causes,D,1062,10041152,10.6,9.9,11.2,0.3
Michigan,26,2003,2003,Alcohol-Induced Causes,A,673,10041152,6.7,6.2,7.2,0.3
Michigan,26,2003,2003,Total,,1735,10041152,17.3,16.5,18.1,0.4
Michigan,26,2004,2004,Drug-Induced Causes,D,1208,10055315,12,11.3,12.7,0.3
Michigan,26,2004,2004,Alcohol-Induced Causes,A,701,10055315,7,6.5,7.5,0.3
Michigan,26,2004,2004,Total,,1909,10055315,19,18.1,19.8,0.4
Michigan,26,2005,2005,Drug-Induced Causes,D,1398,10051137,13.9,13.2,14.6,0.4
Michigan,26,2005,2005,Alcohol-Induced Causes,A,725,10051137,7.2,6.7,7.7,0.3
Michigan,26,2005,2005,Total,,2123,10051137,21.1,20.2,22,0.5
Michigan,26,2006,2006,Drug-Induced Causes,D,1661,10036081,16.6,15.8,17.3,0.4
Michigan,26,2006,2006,Alcohol-Induced Causes,A,695,10036081,6.9,6.4,7.4,0.3
Michigan,26,2006,2006,Total,,2356,10036081,23.5,22.5,24.4,0.5
Michigan,26,2007,2007,Drug-Induced Causes,D,1542,10001284,15.4,14.6,16.2,0.4
Michigan,26,2007,2007,Alcohol-Induced Causes,A,713,10001284,7.1,6.6,7.7,0.3
Michigan,26,2007,2007,Total,,2255,10001284,22.5,21.6,23.5,0.5
Michigan,26,2008,2008,Drug-Induced Causes,D,1575,9946889,15.8,15.1,16.6,0.4
Michigan,26,2008,2008,Alcohol-Induced Causes,A,780,9946889,7.8,7.3,8.4,0.3
Michigan,26,2008,2008,Total,,2355,9946889,23.7,22.7,24.6,0.5
Michigan,26,2009,2009,Drug-Induced Causes,D,1750,9901591,17.7,16.8,18.5,0.4
Michigan,26,2009,2009,Alcohol-Induced Causes,A,883,9901591,8.9,8.3,9.5,0.3
Michigan,26,2009,2009,Total,,2633,9901591,26.6,25.6,27.6,0.5
Michigan,26,2010,2010,Drug-Induced Causes,D,1723,9883640,17.4,16.6,18.3,0.4
Michigan,26,2010,2010,Alcohol-Induced Causes,A,928,9883640,9.4,8.8,10,0.3
Michigan,26,2010,2010,Total,,2651,9883640,26.8,25.8,27.8,0.5
Michigan,26,2011,2011,Drug-Induced Causes,D,1702,9876187,17.2,16.4,18.1,0.4
Michigan,26,2011,2011,Alcohol-Induced Causes,A,900,9876187,9.1,8.5,9.7,0.3
Michigan,26,2011,2011,Total,,2602,9876187,26.3,25.3,27.4,0.5
Michigan,26,2012,2012,Drug-Induced Causes,D,1623,9883360,16.4,15.6,17.2,0.4
Michigan,26,2012,2012,Alcohol-Induced Causes,A,883,9883360,8.9,8.3,9.5,0.3
Michigan,26,2012,2012,Total,,2506,9883360,25.4,24.4,26.3,0.5
Michigan,26,2013,2013,Drug-Induced Causes,D,1812,9895622,18.3,17.5,19.2,0.4
Michigan,26,2013,2013,Alcohol-Induced Causes,A,884,9895622,8.9,8.3,9.5,0.3
Michigan,26,2013,2013,Total,,2696,9895622,27.2,26.2,28.3,0.5
Michigan,26,2014,2014,Drug-Induced Causes,D,2048,9909877,20.7,19.8,21.6,0.5
Michigan,26,2014,2014,Alcohol-Induced Causes,A,899,9909877,9.1,8.5,9.7,0.3
Michigan,26,2014,2014,Total,,2947,9909877,29.7,28.7,30.8,0.5
Michigan,26,2015,2015,Drug-Induced Causes,D,2316,9922576,23.3,22.4,24.3,0.5
Michigan,26,2015,2015,Alcohol-Induced Causes,A,985,9922576,9.9,9.3,10.5,0.3
Michigan,26,2015,2015,Total,,3301,9922576,33.3,32.1,34.4,0.6
Michigan,26,,,Total,,38375,169247101,22.7,22.4,22.9,0.1
Minnesota,27,1999,1999,Drug-Induced Causes,D,169,4873481,3.5,2.9,4,0.3
Minnesota,27,1999,1999,Alcohol-Induced Causes,A,304,4873481,6.2,5.5,6.9,0.4
Minnesota,27,1999,1999,Total,,473,4873481,9.7,8.8,10.6,0.4
Minnesota,27,2000,2000,Drug-Induced Causes,D,161,4919479,3.3,2.8,3.8,0.3
Minnesota,27,2000,2000,Alcohol-Induced Causes,A,320,4919479,6.5,5.8,7.2,0.4
Minnesota,27,2000,2000,Total,,481,4919479,9.8,8.9,10.7,0.4
Minnesota,27,2001,2001,Drug-Induced Causes,D,226,4982796,4.5,3.9,5.1,0.3
Minnesota,27,2001,2001,Alcohol-Induced Causes,A,320,4982796,6.4,5.7,7.1,0.4
Minnesota,27,2001,2001,Total,,546,4982796,11,10,11.9,0.5
Minnesota,27,2002,2002,Drug-Induced Causes,D,241,5018935,4.8,4.2,5.4,0.3
Minnesota,27,2002,2002,Alcohol-Induced Causes,A,328,5018935,6.5,5.8,7.2,0.4
Minnesota,27,2002,2002,Total,,569,5018935,11.3,10.4,12.3,0.5
Minnesota,27,2003,2003,Drug-Induced Causes,D,296,5053572,5.9,5.2,6.5,0.3
Minnesota,27,2003,2003,Alcohol-Induced Causes,A,304,5053572,6,5.3,6.7,0.3
Minnesota,27,2003,2003,Total,,600,5053572,11.9,10.9,12.8,0.5
Minnesota,27,2004,2004,Drug-Induced Causes,D,302,5087713,5.9,5.3,6.6,0.3
Minnesota,27,2004,2004,Alcohol-Induced Causes,A,358,5087713,7,6.3,7.8,0.4
Minnesota,27,2004,2004,Total,,660,5087713,13,12,14,0.5
Minnesota,27,2005,2005,Drug-Induced Causes,D,338,5119598,6.6,5.9,7.3,0.4
Minnesota,27,2005,2005,Alcohol-Induced Causes,A,345,5119598,6.7,6,7.4,0.4
Minnesota,27,2005,2005,Total,,683,5119598,13.3,12.3,14.3,0.5
Minnesota,27,2006,2006,Drug-Induced Causes,D,378,5163555,7.3,6.6,8.1,0.4
Minnesota,27,2006,2006,Alcohol-Induced Causes,A,371,5163555,7.2,6.5,7.9,0.4
Minnesota,27,2006,2006,Total,,749,5163555,14.5,13.5,15.5,0.5
Minnesota,27,2007,2007,Drug-Induced Causes,D,359,5207203,6.9,6.2,7.6,0.4
Minnesota,27,2007,2007,Alcohol-Induced Causes,A,333,5207203,6.4,5.7,7.1,0.4
Minnesota,27,2007,2007,Total,,692,5207203,13.3,12.3,14.3,0.5
Minnesota,27,2008,2008,Drug-Induced Causes,D,398,5247018,7.6,6.8,8.3,0.4
Minnesota,27,2008,2008,Alcohol-Induced Causes,A,408,5247018,7.8,7,8.5,0.4
Minnesota,27,2008,2008,Total,,806,5247018,15.4,14.3,16.4,0.5
Minnesota,27,2009,2009,Drug-Induced Causes,D,441,5281203,8.4,7.6,9.1,0.4
Minnesota,27,2009,2009,Alcohol-Induced Causes,A,440,5281203,8.3,7.6,9.1,0.4
Minnesota,27,2009,2009,Total,,881,5281203,16.7,15.6,17.8,0.6
Minnesota,27,2010,2010,Drug-Induced Causes,D,427,5303925,8.1,7.3,8.8,0.4
Minnesota,27,2010,2010,Alcohol-Induced Causes,A,429,5303925,8.1,7.3,8.9,0.4
Minnesota,27,2010,2010,Total,,856,5303925,16.1,15.1,17.2,0.6
Minnesota,27,2011,2011,Drug-Induced Causes,D,557,5344861,10.4,9.6,11.3,0.4
Minnesota,27,2011,2011,Alcohol-Induced Causes,A,449,5344861,8.4,7.6,9.2,0.4
Minnesota,27,2011,2011,Total,,1006,5344861,18.8,17.7,20,0.6
Minnesota,27,2012,2012,Drug-Induced Causes,D,539,5379139,10,9.2,10.9,0.4
Minnesota,27,2012,2012,Alcohol-Induced Causes,A,506,5379139,9.4,8.6,10.2,0.4
Minnesota,27,2012,2012,Total,,1045,5379139,19.4,18.2,20.6,0.6
Minnesota,27,2013,2013,Drug-Induced Causes,D,579,5420380,10.7,9.8,11.6,0.4
Minnesota,27,2013,2013,Alcohol-Induced Causes,A,527,5420380,9.7,8.9,10.6,0.4
Minnesota,27,2013,2013,Total,,1106,5420380,20.4,19.2,21.6,0.6
Minnesota,27,2014,2014,Drug-Induced Causes,D,586,5457173,10.7,9.9,11.6,0.4
Minnesota,27,2014,2014,Alcohol-Induced Causes,A,558,5457173,10.2,9.4,11.1,0.4
Minnesota,27,2014,2014,Total,,1144,5457173,21,19.7,22.2,0.6
Minnesota,27,2015,2015,Drug-Induced Causes,D,653,5489594,11.9,11,12.8,0.5
Minnesota,27,2015,2015,Alcohol-Induced Causes,A,599,5489594,10.9,10,11.8,0.4
Minnesota,27,2015,2015,Total,,1252,5489594,22.8,21.5,24.1,0.6
Minnesota,27,,,Total,,13549,88349625,15.3,15.1,15.6,0.1
Mississippi,28,1999,1999,Drug-Induced Causes,D,101,2828408,3.6,2.9,4.3,0.4
Mississippi,28,1999,1999,Alcohol-Induced Causes,A,155,2828408,5.5,4.6,6.3,0.4
Mississippi,28,1999,1999,Total,,256,2828408,9.1,7.9,10.2,0.6
Mississippi,28,2000,2000,Drug-Induced Causes,D,123,2844658,4.3,3.6,5.1,0.4
Mississippi,28,2000,2000,Alcohol-Induced Causes,A,168,2844658,5.9,5,6.8,0.5
Mississippi,28,2000,2000,Total,,291,2844658,10.2,9.1,11.4,0.6
Mississippi,28,2001,2001,Drug-Induced Causes,D,183,2852994,6.4,5.5,7.3,0.5
Mississippi,28,2001,2001,Alcohol-Induced Causes,A,167,2852994,5.9,5,6.7,0.5
Mississippi,28,2001,2001,Total,,350,2852994,12.3,11,13.6,0.7
Mississippi,28,2002,2002,Drug-Induced Causes,D,202,2858681,7.1,6.1,8,0.5
Mississippi,28,2002,2002,Alcohol-Induced Causes,A,158,2858681,5.5,4.7,6.4,0.4
Mississippi,28,2002,2002,Total,,360,2858681,12.6,11.3,13.9,0.7
Mississippi,28,2003,2003,Drug-Induced Causes,D,225,2868312,7.8,6.8,8.9,0.5
Mississippi,28,2003,2003,Alcohol-Induced Causes,A,134,2868312,4.7,3.9,5.5,0.4
Mississippi,28,2003,2003,Total,,359,2868312,12.5,11.2,13.8,0.7
Mississippi,28,2004,2004,Drug-Induced Causes,D,245,2889010,8.5,7.4,9.5,0.5
Mississippi,28,2004,2004,Alcohol-Induced Causes,A,192,2889010,6.6,5.7,7.6,0.5
Mississippi,28,2004,2004,Total,,437,2889010,15.1,13.7,16.5,0.7
Mississippi,28,2005,2005,Drug-Induced Causes,D,263,2905943,9.1,8,10.1,0.6
Mississippi,28,2005,2005,Alcohol-Induced Causes,A,162,2905943,5.6,4.7,6.4,0.4
Mississippi,28,2005,2005,Total,,425,2905943,14.6,13.2,16,0.7
Mississippi,28,2006,2006,Drug-Induced Causes,D,368,2904978,12.7,11.4,14,0.7
Mississippi,28,2006,2006,Alcohol-Induced Causes,A,159,2904978,5.5,4.6,6.3,0.4
Mississippi,28,2006,2006,Total,,527,2904978,18.1,16.6,19.7,0.8
Mississippi,28,2007,2007,Drug-Induced Causes,D,334,2928350,11.4,10.2,12.6,0.6
Mississippi,28,2007,2007,Alcohol-Induced Causes,A,160,2928350,5.5,4.6,6.3,0.4
Mississippi,28,2007,2007,Total,,494,2928350,16.9,15.4,18.4,0.8
Mississippi,28,2008,2008,Drug-Induced Causes,D,321,2947806,10.9,9.7,12.1,0.6
Mississippi,28,2008,2008,Alcohol-Induced Causes,A,172,2947806,5.8,5,6.7,0.4
Mississippi,28,2008,2008,Total,,493,2947806,16.7,15.2,18.2,0.8
Mississippi,28,2009,2009,Drug-Induced Causes,D,345,2958774,11.7,10.4,12.9,0.6
Mississippi,28,2009,2009,Alcohol-Induced Causes,A,161,2958774,5.4,4.6,6.3,0.4
Mississippi,28,2009,2009,Total,,506,2958774,17.1,15.6,18.6,0.8
Mississippi,28,2010,2010,Drug-Induced Causes,D,353,2967297,11.9,10.7,13.1,0.6
Mississippi,28,2010,2010,Alcohol-Induced Causes,A,167,2967297,5.6,4.8,6.5,0.4
Mississippi,28,2010,2010,Total,,520,2967297,17.5,16,19,0.8
Mississippi,28,2011,2011,Drug-Induced Causes,D,317,2978512,10.6,9.5,11.8,0.6
